aardvark, ɑrdvɑrk, 'ɑrdˌvɑrk
coaxes, koksɪz, 'kok sɪz
coaxial, koæksiəl, 'ko'æk siəl
coaxing, koksɪŋ, 'kok sɪŋ
cob, kɑb, kɑb
cobalt, kobɔlt, 'koˌbɔlt
cobb, kɑb, kɑb
cobble, kɑbəl, 'kɑ bəl
cobbled, kɑbəld, 'kɑ bəld
cobbler, kɑblər, 'kɑ blər
cobblers, kɑblərz, 'kɑ blərz
cobblestone, kɑbəlston, 'kɑ bəlˌston
cobblestones, kɑbəlstonz, 'kɑ bəlˌstonz
cobbs, kɑbz, kɑbz
cobia, kobiə, 'ko biə
coble, kobəl, 'ko bəl
cobra, kobrə, 'ko brə
cobras, kobrəz, 'ko brəz
cobs, kɑbz, kɑbz
cobweb, kɑbwɛb, 'kɑbˌwɛb
cobwebs, kɑbwɛbz, 'kɑbˌwɛbz
coca, kokə, 'ko kə
cocaine, koken, ko'ken
coccus, kɑkəs, 'kɑ kəs
cochairman, kotʃɛrmən, 'koˌtʃɛr mən
cochin, kotʃɪn, 'ko tʃɪn
cochlea, kɑkliə, 'kɑ kliə
cochlear, kɑkliər, 'kɑ kli ər
cock, kɑk, kɑk
cockamamie, kɔkəmemi, ˌkɔ kə'me mi
cockatoo, kɑkətu, 'kɑ kəˌtu
cockatoos, kɑkətuz, 'kɑ kəˌtuz
cocked, kɑkt, kɑkt
cocked, kɔkt, kɔkt
cocker, kɑkər, 'kɑ kər
cockeyed, kɑkaɪd, 'kɑˌkaɪd
cockiness, kɑkinəs, 'kɑ ki nəs
cocking, kɑkɪŋ, 'kɑ kɪŋ
cockle, kɑkəl, 'kɑ kəl
cockles, kɑkəlz, 'kɑ kəlz
cockney, kɑkni, 'kɑk ni
cockpit, kɑkpɪt, 'kɑkˌpɪt
cockpits, kɑkpɪts, 'kɑkˌpɪts
cockroach, kɑkrotʃ, 'kɑˌkrotʃ
cockroaches, kɑkrotʃɪz, 'kɑˌkro tʃɪz
cocks, kɑks, kɑks
cocktail, kɑktel, 'kɑkˌtel
cocktails, kɑktelz, 'kɑkˌtelz
cocky, kɑki, 'kɑ ki
coco, koko, 'koˌko
cocoa, koko, 'ko ko
cocoanuts, kokonʌts, 'ko koˌnʌts
coconut, kokənʌt, 'ko kəˌnʌt
coconuts, kokənʌts, 'ko kəˌnʌts
cocoon, kəkun, kə'kun
cocooning, kəkunɪŋ, kə'ku nɪŋ
cocoons, kəkunz, kə'kunz
cocos, kokoz, 'koˌkoz
cod, kɑd, kɑd
cod, siodi, 'si'o'di
coda, kodə, 'ko də
codding, kɑdɪŋ, 'kɑ dɪŋ
coddle, kɑdəl, 'kɑ dəl
coddled, kɑdəld, 'kɑ dəld
coddling, kɑdəlɪŋ, 'kɑ də lɪŋ
coddling, kɑdlɪŋ, 'kɑd lɪŋ
code, kod, kod
coded, kodɪd, 'ko dɪd
coder, kodər, 'ko dər
codes, kodz, kodz
codification, kɑdəfəkeʃən, ˌkɑ də fə'ke ʃən
codified, kɑdəfaɪd, 'kɑ dəˌfaɪd
codifies, kodəfaɪz, 'ko dəˌfaɪz
codify, kodəfaɪ, 'ko dəˌfaɪ
codifying, kodəfaɪɪŋ, 'ko dəˌfaɪ ɪŋ
coding, kodɪŋ, 'ko dɪŋ
codlin, kɑdlɪn, 'kɑd lɪn
coed, koɛd, 'koˌɛd
coed, kod, kod
coeds, koɛdz, 'koˌɛdz
coeducational, koɛdʒəkeʃənəl, 'ko'ɛ dʒə'ke ʃə nəl
coefficient, koəfɪʃənt, ˌkoə'fɪ ʃənt
coefficients, koəfɪʃənts, ˌkoə'fɪ ʃənts
coelacanth, siləkænθ, 'si ləˌkænθ
coenzyme, koɛnzaɪm, ko'ɛn zaɪm
coequal, koikwəl, ko'i kwəl
coerce, koɜrs, ko'ɜrs
coerced, koɜrst, ko'ɜrst
coercing, koɜrsɪŋ, ko'ɜr sɪŋ
coercion, koɜrʃən, ko'ɜr ʃən
coercive, koɜrsɪv, ko'ɜr sɪv
coexist, koəgzɪst, ˌkoəg'zɪst
coexisted, koəgzɪstəd, ˌkoəg'zɪ stəd
coexistence, koɪgzɪstəns, ˌko ɪg'zɪ stəns
coexisting, koɪgzɪstɪŋ, ˌko ɪg'zɪ stɪŋ
coffee, kɑfi, 'kɑ fi
coffee, kɔfi, 'kɔ fi
coffeehouse, kɔfihaʊs, 'kɔ fiˌhaʊs
coffeehouses, kɔfihaʊsɪz, 'kɔ fiˌhaʊ sɪz
coffees, kɔfiz, 'kɔ fiz
coffer, kɔfər, 'kɔ fər
coffers, kɑfərz, 'kɑ fərz
coffers, kɔfərz, 'kɔ fərz
coffin, kɔfɪn, 'kɔ fɪn
coffing, kɔfɪŋ, 'kɔ fɪŋ
coffins, kɔfɪnz, 'kɔ fɪnz
cofounder, kofaʊndər, 'ko'faʊn dər
cog, kɔg, kɔg
cogency, kodʒənsi, 'ko dʒən si
cogeneration, kodʒɛnəreʃən, 'ko'dʒɛ nə're ʃən
cogenerator, kodʒɛnəretər, ko'dʒɛ nəˌre tər
cogenerators, kodʒɛnəretərz, ko'dʒɛ nəˌre tərz
cogent, kodʒənt, 'ko dʒənt
cogitate, kɑdʒɪtet, ˌkɑ dʒɪˌtet
cogitation, kɑdʒɪteʃən, ˌkɑ dʒɪ'te ʃən
cognac, konjæk, 'konˌjæk
cognac, kɑnjæk, 'kɑnˌjæk
cognition, kɑgnɪʃən, kɑg'nɪ ʃən
cognitive, kɑgnɪtɪv, 'kɑg nɪ tɪv
cognizance, kɑgnəzəns, 'kɑg nə zəns
cognizant, kɑgnəzənt, 'kɑg nə zənt
cognoscenti, kɑgnɔʃɛnti, ˌkɑgˌnɔ'ʃɛn ti
cohabit, kohæbɪt, ko'hæ bɪt
cohabitation, kohæbəteʃən, koˌhæ bə'te ʃən
cohabiting, kohæbɪtɪŋ, ko'hæ bɪ tɪŋ
cohere, kohɪr, ko'hɪr
cohered, kohɪrd, ko'hɪrd
coherence, kohɪrəns, ko'hɪ rəns
coherent, kohɪrənt, ko'hɪ rənt
coherently, kohirəntli, ko'hi rənt li
coheres, kohɪrz, ko'hɪrz
cohesion, kohiʒən, ko'hi ʒən
cohesive, kohisɪv, ko'hi sɪv
cohesively, kohisɪvli, ko'hi sɪv li
cohesiveness, kohisɪvnəs, ko'hi sɪv nəs
coho, koho, 'ko ho
cohort, kohɔrt, 'ko hɔrt
cohorts, kohɔrts, 'ko hɔrts
cohost, kohost, 'koˌhost
cohosts, kohosts, 'koˌhosts
cohosts, kohos, 'koˌhos
coiffe, kɔɪf, kɔɪf
coiffed, kɔɪft, kɔɪft
coil, kɔɪl, kɔɪl
coiled, kɔɪld, kɔɪld
coils, kɔɪlz, kɔɪlz
coin, kɔɪn, kɔɪn
coinage, kɔɪnɪdʒ, 'kɔɪ nɪdʒ
coincide, koɪnsaɪd, ˌko ɪn'saɪd
coincided, koənsaɪdəd, ˌkoən'saɪ dəd
coincidence, koɪnsɪdəns, ko'ɪn sɪ dəns
coincidences, koɪnsədənsɪz, ko'ɪn sə dən sɪz
coincident, koɪnsədənt, ko'ɪn sə dənt
coincidental, koɪnsədɛntəl, koˌɪn sə'dɛn təl
coincidentally, koɪnsɪdɛntəli, koˌɪn sɪ'dɛn tə li
coincidentally, koɪnsɪdɛnəli, koˌɪn sɪ'dɛ nə li
coincides, koɪnsaɪdz, ˌko ɪn'saɪdz
coinciding, koənsaɪdɪŋ, ˌkoən'saɪ dɪŋ
coined, kɔɪnd, kɔɪnd
coiner, kɔɪnər, 'kɔɪ nər
coining, kɔɪnɪŋ, 'kɔɪ nɪŋ
coins, kɔɪnz, kɔɪnz
coinsurance, koɪnʃɜrəns, ˌko ɪn'ʃɜrəns
coitus, kɔɪtəs, 'kɔɪ təs
coke, kok, kok
cokes, koks, koks
coking, kokɪŋ, 'ko kɪŋ
cola, kolə, 'ko lə
colander, kɑləndər, 'kɑ lən dər
colanders, kɑləndərz, 'kɑ lən dərz
colas, koləs, 'ko ləs
colchicine, kɔltʃəsin, 'kɔl tʃə sin
cold, kold, kold
colder, koldər, 'kol dər
coldest, koldəst, 'kol dəst
coldly, koldli, 'kold li
coldness, koldnəs, 'kold nəs
colds, koldz, koldz
cole, kol, kol
coles, kolz, kolz
coleslaw, kolslɑ, 'kolsˌlɑ
coleus, koliəs, 'ko liəs
coliform, koləfɔrm, 'ko ləˌfɔrm
coliform, kɔləfɔrm, 'kɔ ləˌfɔrm
coliforms, koləfɔrmz, 'ko ləˌfɔrmz
coliforms, kɔləfɔrmz, 'kɔ ləˌfɔrmz
colin, kolɪn, 'ko lɪn
coliseum, kɑləsiəm, ˌkɑ lə'siəm
collaborate, kəlæbəret, kə'læ bəˌret
collaborated, kəlæbəretəd, kə'læ bəˌre təd
collaborated, kəlæbəretɪd, kə'læ bəˌre tɪd
collaborating, kəlæbəretɪŋ, kə'læ bəˌre tɪŋ
collaboration, kəlæbəreʃən, kəˌlæ bə're ʃən
collaborationist, kəlæbəreʃənɪst, kəˌlæ bə're ʃə nɪst
collaborations, kɑləbəreʃənz, ˌkɑ lə bə're ʃənz
collaborative, kəlæbəretɪv, kə'læ bəˌre tɪv
collaborative, kəlæbrətɪv, kə'læ brə tɪv
collaborator, kəlæbəretər, kə'læ bəˌre tər
collaborators, kəlæbəretərz, kə'læ bəˌre tərz
collage, kəlɑʒ, kə'lɑʒ
collagen, kɑləgən, 'kɑ lə gən
collages, kəlɑʒɪz, kə'lɑ ʒɪz
collapse, kəlæps, kə'læps
collapsed, kəlæpst, kə'læpst
collapses, kəlæpsɪz, kə'læp sɪz
collapsible, kəlæpsəbəl, kə'læp sə bəl
collapsing, kəlæpsɪŋ, kə'læp sɪŋ
collar, kɑlər, 'kɑ lər
collarbone, kɑlərbon, 'kɑ lərˌbon
collard, kɑlərd, 'kɑ lərd
collards, kɑlərdz, 'kɑ lərdz
collared, kɑlərd, 'kɑ lərd
collars, kɑlərz, 'kɑ lərz
collate, kəlet, kə'let
collateral, kəlætərəl, kə'læ tə rəl
collateralize, kəlætərəlaɪz, kə'læ tə rəˌlaɪz
collateralized, kəlætərəlaɪzd, kə'læ tə rəˌlaɪzd
colleague, kɑlig, 'kɑ lig
colleagues, kɑligz, 'kɑ ligz
collect, kəlɛkt, kə'lɛkt
collected, kəlɛktəd, kə'lɛk təd
collectible, kəlɛktəbəl, kə'lɛk tə bəl
collectibles, kəlɛktəbəlz, kə'lɛk tə bəlz
collecting, kəlɛktɪŋ, kə'lɛk tɪŋ
collection, kəlɛkʃən, kə'lɛk ʃən
collections, kəlɛkʃənz, kə'lɛk ʃənz
collective, kəlɛktɪv, kə'lɛk tɪv
collectively, kəlɛktɪvli, kə'lɛk tɪv li
collectives, kəlɛktɪvz, kə'lɛk tɪvz
collectivism, kəlɛktɪvɪzəm, kə'lɛk tɪˌvɪ zəm
collectivist, kəlɛktɪvɪst, kə'lɛk tɪ vɪst
collectivization, kəlɛktɪvɪzeʃən, kəˌlɛk tɪ vɪ'ze ʃən
collectivize, kəlɛktɪvaɪz, kə'lɛk tɪˌvaɪz
collectivized, kəlɛktɪvaɪzd, kə'lɛk tɪˌvaɪzd
collector, kəlɛktər, kə'lɛk tər
collector, klɛktər, 'klɛk tər
collectors, kəlɛktərz, kə'lɛk tərz
collectors, klɛktərz, 'klɛk tərz
collects, kəlɛkts, kə'lɛkts
colleen, kɑlin, ˌkɑ'lin
college, kɑlɪdʒ, 'kɑ lɪdʒ
colleges, kɑlɪdʒɪz, 'kɑ lɪ dʒɪz
collegial, kəlidʒiəl, kə'li dʒiəl
collegiality, kəlidʒiælɪti, kəˌli dʒi'æ lɪ ti
collegian, kəlidʒən, kə'li dʒən
collegians, kəlidʒənz, kə'li dʒənz
collegiate, kəlidʒɪt, kə'li dʒɪt
collet, kɑlɪt, 'kɑ lɪt
collide, kəlaɪd, kə'laɪd
collided, kəlaɪdɪd, kə'laɪ dɪd
collider, kəlaɪdər, kə'laɪ dər
collides, kəlaɪdz, kə'laɪdz
colliding, kəlaɪdɪŋ, kə'laɪ dɪŋ
collie, kɑli, 'kɑ li
collier, kɑljər, 'kɑl jər
colliers, kɑljərz, 'kɑl jərz
collies, kɑliz, 'kɑ liz
collins, kɑlɪnz, 'kɑ lɪnz
collision, kəlɪʒən, kə'lɪ ʒən
collisional, kəlɪʒənəl, kə'lɪ ʒə nəl
collisions, kəlɪʒənz, kə'lɪ ʒənz
collocation, kɑləkeʃən, kɑ lə'ke ʃən
collodion, kəlodiən, kə'lo diən
colloid, kɑlɔɪd, 'kɑ lɔɪd
colloidal, kəlɔɪdəl, kə'lɔɪ dəl
colloquial, kəlokwiəl, kə'lo kwiəl
colloquium, kəlokwiəm, kə'lo kwiəm
colloquy, kɑləkwi, 'kɑ lə kwi
collude, kəlud, kə'lud
colluded, kəludɪd, kə'lu dɪd
colluding, kəludɪŋ, kə'lu dɪŋ
collusion, kəluʒən, kə'lu ʒən
collusive, kəlusɪv, kə'lu sɪv
colly, kɑli, 'kɑ li
cologne, kəlon, kə'lon
colon, kolən, 'ko lən
colonel, kɜrnəl, 'kɜr nəl
colonels, kɜrnəlz, 'kɜr nəlz
colonial, kəloniəl, kə'lo niəl
colonialism, kəloniəlɪzəm, kə'lo niəˌlɪ zəm
colonialist, kəloniəlɪst, kə'lo niə lɪst
colonialists, kəloniəlɪsts, kə'lo niə lɪsts
colonialists, kəloniəlɪs, kə'lo niə lɪs
colonials, kəloniəlz, kə'lo niəlz
colonies, kɑləniz, 'kɑ lə niz
colonist, kɑlənɪst, 'kɑ lə nɪst
colonists, kɑlənɪsts, 'kɑ lə nɪsts
colonists, kɑlənɪs, 'kɑ lə nɪs
colonization, kɑlənɪzeʃən, ˌkɑ lə nɪ'ze ʃən
colonize, kɑlənaɪz, 'kɑ ləˌnaɪz
colonized, kɑlənaɪzd, 'kɑ ləˌnaɪzd
colonizer, kɑlənaɪzər, 'kɑ ləˌnaɪ zər
colonizers, kɑlənaɪzərz, 'kɑ ləˌnaɪ zərz
colonnade, kɑləned, ˌkɑ lə'ned
colonus, kəlonəs, kə'lo nəs
colony, kɑləni, 'kɑ lə ni
color, kʌlər, 'kʌ lər
color, kɔlər, 'kɔ lər
colorado, kɑlərɑdo, ˌkɑ lə'rɑ do
colorado, kɑlərædo, ˌkɑ lə'ræ do
coloration, kʌləreʃən, ˌkʌ lə're ʃən
coloratura, kələrətʊrə, kə lə rə'tʊ rə
colorblind, kʌlərblaɪnd, 'kʌ lərˌblaɪnd
colorectal, kolorɛktəl, ˌko lo'rɛk təl
colored, kʌlərd, 'kʌ lərd
coloreds, kɑlərədz, 'kɑ lə rədz
colorfast, kʌlərfæst, 'kʌ lərˌfæst
colorful, kʌlərfəl, 'kʌ lər fəl
colorfully, kʌlərfli, 'kʌ lərf li
coloring, kʌlərɪŋ, 'kʌ lə rɪŋ
coloristic, kʌlərɪstɪk, ˌkʌ lə'rɪ stɪk
colorization, kʌlərəzeʃən, ˌkʌ lə rə'ze ʃən
colorize, kʌləraɪz, 'kʌ ləˌraɪz
colorized, kʌləraɪzd, 'kʌ ləˌraɪzd
colorizing, kʌləraɪzɪŋ, 'kʌ ləˌraɪ zɪŋ
colorless, kʌlərləs, 'kʌ lər ləs
colors, kʌlərz, 'kʌ lərz
colossal, kəlɑsəl, kə'lɑ səl
colossally, kəlɑsəli, kə'lɑ səˌli
colosseum, kɑləsiəm, ˌkɑ lə'siəm
colossus, kəlɑsəs, kə'lɑ səs
coloured, kʌlərd, 'kʌ lərd
colt, kolt, kolt
colter, koltər, 'kol tər
colts, kolts, kolts
coltsfoot, koltsfʊt, 'koltsˌfʊt
columbine, kɑləmbaɪn, 'kɑ ləmˌbaɪn
columbines, kɑləmbaɪnz, 'kɑ ləmˌbaɪnz
column, kɑləm, 'kɑ ləm
columned, kɑləmd, 'kɑ ləmd
columnist, kɑləmnəst, 'kɑ ləm nəst
columnists, kɑləmnəsts, 'kɑ ləm nəsts
columnists, kɑləmnəs, 'kɑ ləm nəs
columns, kɑləmz, 'kɑ ləmz
coma, komə, 'ko mə
comas, koməz, 'ko məz
comatose, komətos, 'ko məˌtos
comb, kom, kom
combat, kɑmbæt, 'kɑm bæt
combat, kəmbæt, kəm'bæt
combatant, kəmbætənt, kəm'bæ tənt
combatants, kəmbætənts, kəm'bæ tənts
combating, kəmbætɪŋ, kəm'bæ tɪŋ
combative, kəmbætɪv, kəm'bæ tɪv
combative, kɑmbætɪv, ˌkɑm'bæˌtɪv
combativeness, kəmbætɪvnəs, kəm'bæ tɪv nəs
combats, kəmbæts, kəm'bæts
combatting, kəmbætɪŋ, kəm'bæ tɪŋ
combe, kom, kom
combed, komd, komd
comber, komər, 'ko mər
combes, komz, komz
combinable, kəmbaɪnəbəl, kəm'baɪ nə bəl
combination, kɑmbəneʃən, ˌkɑm bə'ne ʃən
combinations, kɑmbəneʃənz, ˌkɑm bə'ne ʃənz
combine, kɑmbaɪn, 'kɑm baɪn
combine, kəmbaɪn, kəm'baɪn
combined, kəmbaɪnd, kəm'baɪnd
combines, kəmbaɪnz, kəm'baɪnz
combing, komɪŋ, 'ko mɪŋ
combining, kəmbaɪnɪŋ, kəm'baɪ nɪŋ
combo, kɑmbo, 'kɑmˌbo
combs, komz, komz
combust, kəmbʌst, kəm'bʌst
combustion, kəmbʌstʃən, kəm'bʌs tʃən
come, kʌm, kʌm
comeback, kʌmbæk, 'kʌmˌbæk
comebacks, kʌmbæks, 'kʌmˌbæks
comedian, kəmidiən, kə'mi diən
comedians, kəmidiənz, kə'mi diənz
comedic, kəmidɪk, kə'mi dɪk
comedienne, kəmidiɛn, kəˌmi di'ɛn
comedies, kɑmədiz, 'kɑ mə diz
comedown, kʌmdaʊn, 'kʌmˌdaʊn
comedy, kɑmədi, 'kɑ mə di
comely, kʌmli, 'kʌm li
comer, kʌmər, 'kʌ mər
comers, kʌmərz, 'kʌ mərz
comes, kʌmz, kʌmz
comet, kɑmət, 'kɑ mət
cometary, kɑmətɛri, 'kɑ məˌtɛ ri
cometh, kʌmɪθ, 'kʌ mɪθ
comets, kɑməts, 'kɑ məts
comeuppance, kʌmʌpəns, ˌkʌ'mʌ pəns
comfort, kʌmfərt, 'kʌm fərt
comfortable, kʌmfərtəbəl, 'kʌm fər tə bəl
comfortably, kʌmfərtəbli, 'kʌm fər tə bli
comforted, kʌmfərtɪd, 'kʌm fər tɪd
comforter, kʌmfərtər, 'kʌm fər tər
comforters, kʌmfərtərz, 'kʌm fər tərz
comforting, kʌmfərtɪŋ, 'kʌm fər tɪŋ
comforts, kʌmfərts, 'kʌm fərts
comfrey, kʌmfri, 'kʌmf ri
comfy, kʌmfi, 'kʌm fi
comic, kɑmɪk, 'kɑ mɪk
comical, kɑmɪkəl, 'kɑ mɪ kəl
comically, kɑmɪkəli, 'kɑ mɪ kə li
comically, kɑmɪkli, 'kɑ mɪ kli
comics, kɑmɪks, 'kɑ mɪks
coming, kʌmɪŋ, 'kʌ mɪŋ
comings, kʌmɪŋz, 'kʌ mɪŋz
comity, komɪti, 'ko mɪ ti
comma, kɑmə, 'kɑ mə
command, kəmænd, kə'mænd
commandant, kɑməndɑnt, ˌkɑ mən'dɑnt
commanded, kəmændəd, kə'mæn dəd
commanded, kəmændɪd, kə'mæn dɪd
commandeer, kɑməndɪr, ˌkɑ mən'dɪr
commandeered, kɑməndɪrd, ˌkɑ mən'dɪrd
commander, kəmændər, kə'mæn dər
commanders, kəmændərz, kə'mæn dərz
commanding, kəmændɪŋ, kə'mæn dɪŋ
commandment, kəmændmənt, kə'mænd mənt
commandments, kəmændmənts, kə'mænd mənts
commando, kəmændo, kə'mænˌdo
commandos, kəmændoz, kə'mænˌdoz
commands, kəmændz, kə'mændz
commas, kɑməz, 'kɑ məz
commemorate, kəmɛməret, kə'mɛ məˌret
commemorated, kəmɛməretɪd, kə'mɛ məˌre tɪd
commemorates, kəmɛmərets, kə'mɛ məˌrets
commemorating, kəmɛməretɪŋ, kə'mɛ məˌre tɪŋ
commemoration, kəmɛməreʃən, kəˌmɛ mə're ʃən
commemorations, kəmɛməreʃənz, kəˌmɛ mə're ʃənz
commemorative, kəmɛmrətɪv, kə'mɛm rə tɪv
commemorative, kəmɛməretɪv, kə'mɛ məˌre tɪv
commence, kəmɛns, kə'mɛns
commenced, kəmɛnst, kə'mɛnst
commencement, kəmɛnsmənt, kə'mɛn smənt
commences, kəmɛnsəz, kə'mɛn səz
commencing, kəmɛnsɪŋ, kə'mɛn sɪŋ
commend, kəmɛnd, kə'mɛnd
commendable, kəmɛndəbəl, kə'mɛn də bəl
commendation, kɑməndeʃən, ˌkɑ mən'de ʃən
commended, kəmɛndɪd, kə'mɛn dɪd
commending, kəmɛndɪŋ, kə'mɛn dɪŋ
commends, kəmɛndz, kə'mɛndz
commensurate, kəmɛnsərət, kə'mɛn sə rət
commensurate, kəmɛnsərɪt, kə'mɛn sə rɪt
commensurately, kəmɛnsərətli, kə'mɛn sə rət li
commensurately, kəmɛnʃərətli, kə'mɛn ʃə rət li
comment, kɑmɛnt, 'kɑ mɛnt
commentaries, kɑməntɛriz, 'kɑ mənˌtɛ riz
commentary, kɑməntɛri, 'kɑ mənˌtɛ ri
commentator, kɑməntetər, 'kɑ mənˌte tər
commentators, kɑməntetərz, 'kɑ mənˌte tərz
commented, kɑmɛntəd, 'kɑ mɛn təd
commenting, kɑmɛntɪŋ, 'kɑ mɛn tɪŋ
comments, kɑmɛnts, 'kɑ mɛnts
commerce, kɑmərs, 'kɑ mərs
commercial, kəmɜrʃəl, kə'mɜr ʃəl
commercialism, kəmɜrʃəlɪzəm, kə'mɜr ʃəˌlɪ zəm
commercialization, kəmɜrʃəlɪzeʃən, kəˌmɜr ʃə lɪ'ze ʃən
commercialize, kəmɜrʃəlaɪz, kə'mɜr ʃəˌlaɪz
commercialized, kəmɜrʃəlaɪzd, kə'mɜr ʃəˌlaɪzd
commercializing, kəmɜrʃəlaɪzɪŋ, kə'mɜr ʃəˌlaɪ zɪŋ
commercially, kəmɜrʃəli, kə'mɜr ʃə li
commercials, kəmɜrʃəlz, kə'mɜr ʃəlz
commie, kɑmi, 'kɑ mi
commies, kɑmiz, 'kɑ miz
commingle, kəmɪŋgəl, kə'mɪŋ gəl
commingle, komɪŋgəl, ko'mɪŋ gəl
commingled, kɑmɪŋgəld, kɑ'mɪŋ gəld
commingled, komɪŋgəld, ko'mɪŋ gəld
commingling, kɑmɪŋgəlɪŋ, kɑ'mɪŋ gə lɪŋ
commingling, komɪŋglɪŋ, ko'mɪŋ glɪŋ
commiserate, kəmɪsəret, kə'mɪ səˌret
commissar, kɑməsɑr, 'kɑ məˌsɑr
commissaries, kɑməsɛriz, 'kɑ məˌsɛ riz
commissars, kɑmɪsɑz, 'kɑ mɪ sɑz
commissary, kɑməsɛri, 'kɑ məˌsɛ ri
commission, kəmɪʃən, kə'mɪ ʃən
commissioned, kəmɪʃənd, kə'mɪ ʃənd
commissioner, kəmɪʃənər, kə'mɪ ʃə nər
commissioners, kəmɪʃənərz, kə'mɪ ʃə nərz
commissioning, kəmɪʃənɪŋ, kə'mɪ ʃə nɪŋ
commissions, kəmɪʃənz, kə'mɪ ʃənz
commit, kəmɪt, kə'mɪt
commitment, kəmɪtmənt, kə'mɪt mənt
commitments, kəmɪtmənts, kə'mɪt mənts
commits, kəmɪts, kə'mɪts
committal, kəmɪtəl, kə'mɪ təl
committed, kəmɪtəd, kə'mɪ təd
committee, kəmɪti, kə'mɪ ti
committeeman, kəmɪtimən, kə'mɪ ti mən
committees, kəmɪtiz, kə'mɪ tiz
committing, kəmɪtɪŋ, kə'mɪ tɪŋ
commode, kəmod, kə'mod
commodious, kəmodiəs, kə'mo diəs
commodities, kəmɑdətiz, kə'mɑ də tiz
commodity, kəmɑdəti, kə'mɑ də ti
commodore, kɑmədɔr, 'kɑ məˌdɔr
common, kɑmən, 'kɑ mən
commonalities, kɑmənælətiz, ˌkɑ mə'næ lə tiz
commonality, kɑmənæləti, ˌkɑ mə'næ lə ti
commoner, kɑmənər, 'kɑ mə nər
commoners, kɑmənərz, 'kɑ mə nərz
commonly, kɑmənli, 'kɑ mən li
commonplace, kɑmənples, 'kɑ mənˌples
commons, kɑmənz, 'kɑ mənz
commonsense, kɑmənsɛns, ˌkɑ mən'sɛns
commonsensical, kɑmənsɛnsɪkəl, ˌkɑ mən'sɛn sɪ kəl
commonwealth, kɑmənwɛlθ, 'kɑ mənˌwɛlθ
commotion, kəmoʃən, kə'mo ʃən
communal, kəmjunəl, kəm'ju nəl
commune, kɑmjun, 'kɑm jun
commune, kəmjun, kəm'jun
communes, kɑmjunz, 'kɑm junz
communes, kəmjunz, kəm'junz
communicable, kəmjunəkəbəl, kəm'ju nə kə bəl
communicate, kəmjunəket, kəm'ju nəˌket
communicated, kəmjunəketɪd, kəm'ju nəˌke tɪd
communicates, kəmjunɪkets, kəm'ju nɪˌkets
communicating, kəmjunəketɪŋ, kəm'ju nəˌke tɪŋ
communication, kəmjunəkeʃən, kəmˌju nə'ke ʃən
communications, kəmjunəkeʃənz, kəmˌju nə'ke ʃənz
communicative, kəmjunəkətɪv, kəm'ju nə kə tɪv
communicator, kəmjunəketər, kəm'ju nəˌke tər
communicators, kəmjunəketərz, kəm'ju nə ke tərz
communing, kəmjunɪŋ, kəm'ju nɪŋ
communion, kəmjunjən, kəm'jun jən
communique, kəmjunəke, kəm'ju nəˌke
communique, kəmjunəke, kəmˌju nə'ke
communiques, kəmjunɪkez, kəmˌju nɪ'kez
communism, kɑmjənɪzəm, 'kɑm jəˌnɪ zəm
communist, kɑmjənəst, 'kɑm jə nəst
communists, kɑmjənəsts, 'kɑm jə nəsts
communists, kɑmjənəs, 'kɑm jə nəs
communities, kəmjunətiz, kəm'ju nə tiz
communities, kəmjunɪtiz, kəm'ju nɪ tiz
community, kəmjunəti, kəm'ju nə ti
community, kəmjunɪti, kəm'ju nɪ ti
communization, kɑmjənəzeʃən, ˌkɑm jə nə'ze ʃən
communize, kɑmjənaɪz, 'kɑm jəˌnaɪz
commutate, kɑmjətet, ˌkɑm jə'tet
commutation, kɑmjəteʃən, ˌkɑm jə'te ʃən
commute, kəmjut, kəm'jut
commuted, kəmjutɪd, kəm'ju tɪd
commuter, kəmjutər, kəm'ju tər
commuters, kəmjutərz, kəm'ju tərz
commutes, kəmjuts, kəm'juts
commuting, kəmjutɪŋ, kəm'ju tɪŋ
comp, kɑmp, kɑmp
compact, kɑmpækt, 'kɑm pækt
compact, kəmpækt, kəm'pækt
compacted, kəmpæktɪd, kəm'pæk tɪd
compactness, kəmpæktnəs, kəm'pækt nəs
compactor, kəmpæktər, kəm'pæk tər
compacts, kəmpækts, kəm'pækts
compacts, kɑmpækts, 'kɑm pækts
companies, kʌmpəniz, 'kʌm pə niz
companion, kəmpænjən, kəm'pæn jən
companions, kəmpænjənz, kəm'pæn jənz
companionship, kəmpænjənʃɪp, kəm'pæn jənˌʃɪp
companionway, kəmpænjənwe, kəm'pæn jənˌwe
company, kʌmpəni, 'kʌm pə ni
comparability, kɑmpərəbɪlɪti, ˌkɑm pə rə'bɪ lɪ ti
comparable, kɑmpərəbəl, 'kɑm pə rə bəl
comparable, kəmpɛrəbəl, kəm'pɛ rə bəl
comparable, kəmprəbəl, kəm prə bəl
comparably, kɑmpərəbli, 'kɑm pə rə bli
comparably, kɑmprəbli, 'kɑm prə bli
comparative, kəmpɛrətɪv, kəm'pɛ rə tɪv
comparatively, kəmpɛrətɪvli, kəm'pɛ rə tɪv li
comparator, kəmpɜrətər, kəm'pɜrə tər
compare, kəmpɛr, kəm'pɛr
compared, kəmpɛrd, kəm'pɛrd
compares, kəmpɛrz, kəm'pɛrz
comparing, kəmpɛrɪŋ, kəm'pɛ rɪŋ
